Name,Description,Stars,Language,Repo URL,Difficulty
veridical-flow,"Making it easier to build stable, trustworthy data-science pipelines based on the PCS framework.",69,Jupyter Notebook,https://github.com/Yu-Group/veridical-flow,Beginner
data.home-assistant,Data Science Portal for Home Assistant.,68,JavaScript,https://github.com/home-assistant/data.home-assistant,Beginner
Python-data-science-code-snippet,Useful data science and Python code snippets at Data Science Simplified,68,Jupyter Notebook,https://github.com/khuyentran1401/Python-data-science-code-snippet,Beginner
Bachelors-Computer-Science,"This repo contains data of the courses taught in the Bachelor's Degree of Computer Science. Data includes Books, Lectures, Notes, Code Files, etc.",68,Jupyter Notebook,https://github.com/humairshoukat/Bachelors-Computer-Science,Beginner
edX-6.00.2x-Introduction-to-Computational-Thinking-and-Data-Science,MIT edX 6.00.2x Introduction to Computational Thinking and Data Science problem sets code,68,Python,https://github.com/Theofilos-Chamalis/edX-6.00.2x-Introduction-to-Computational-Thinking-and-Data-Science,Beginner
Best-Data-Science-and-ML-Courses,This repository contains best courses you MUST take to skyrocket your Data Science and Machine Learning Journey,69,,https://github.com/Coder-World04/Best-Data-Science-and-ML-Courses,Beginner
SciSciNet,A large-scale open data lake for the science of science research.,68,Jupyter Notebook,https://github.com/kellogg-cssi/SciSciNet,Beginner
bus_number,Up Your Bus Number: A Primer for Reproducible Data Science,68,Jupyter Notebook,https://github.com/hackalog/bus_number,Beginner
info490-sp16,"INFO 490: Advanced Data Science, offered in the Spring 2016 Semester at the University of Illinois",68,Jupyter Notebook,https://github.com/lcdm-uiuc/info490-sp16,Beginner
data-structure-and-algorithm-study-notes,"Computer Science fan's notes and blog, mostly about data structure and algorithm, also include other related topics: behavior question, object-oriented design, system design, database SQL and foundation knowledge",68,HTML,https://github.com/yihaoye/data-structure-and-algorithm-study-notes,Beginner
PyMC3_DataScienceLA,PyMC3 tutorial for DataScience LA (January 2017),67,Jupyter Notebook,https://github.com/fonnesbeck/PyMC3_DataScienceLA,Beginner
Udacity-DSND,Udacity Data Science Nanodegree Program,67,Jupyter Notebook,https://github.com/shihao-wen/Udacity-DSND,Beginner
tutorial-modulos-data-science,Tutorial apresentado na Python Brasil 13,67,HTML,https://github.com/leportella/tutorial-modulos-data-science,Beginner
Data-Science-Projects---EDA,The projects I've done over the course of time for practicing my EDA and Data Science skills. You can check the code out and learn!,67,Jupyter Notebook,https://github.com/muhammadanas0716/Data-Science-Projects---EDA,Beginner
ipynb-website,Simple data science website using Jupyter notebooks.,67,Jupyter Notebook,https://github.com/stephenslab/ipynb-website,Beginner
Complete-Data-Science-Roadmap,Complete Roadmap For Data Science,67,Jupyter Notebook,https://github.com/Devparihar5/Complete-Data-Science-Roadmap,Beginner
dsb2019,https://www.kaggle.com/c/data-science-bowl-2019,67,Python,https://github.com/lime-robot/dsb2019,Beginner
data-science-study-bookmarks-for-korean,데이터 사이언스 공부를 위한 즐겨찾기 모음 (한국인을 위한),68,,https://github.com/drumcap/data-science-study-bookmarks-for-korean,Beginner
ntds_2019,"Material for the EPFL master course ""A Network Tour of Data Science"", edition 2019.",67,Jupyter Notebook,https://github.com/mdeff/ntds_2019,Beginner
awesome_data_science_2021,notebooks examples from my data science course,67,Jupyter Notebook,https://github.com/Lasttrader/awesome_data_science_2021,Beginner
Dash.NET,F# interface to Dash- the most downloaded framework for building ML & data science web apps,67,F#,https://github.com/plotly/Dash.NET,Beginner
Intro-to-Data-Science-in-Python,Repo for the first course of the Applied Data Science with Python Specialization taught by University of Michigan hosted by Coursera,66,Jupyter Notebook,https://github.com/irJERAD/Intro-to-Data-Science-in-Python,Beginner
2014_data,Data directory for the CS109 Data Science course,66,,https://github.com/cs109/2014_data,Beginner
data-science-cookbook,:mortar_board: Jupyter notebooks from UFC data science course,66,Jupyter Notebook,https://github.com/InsightLab/data-science-cookbook,Beginner
ColumbiaX-Statistical-Thinking-for-Data-Science,This repo contains some R learning activities we created for the course I for the ColumbiaX series on Data Science and Analytics on edX. ,66,,https://github.com/tz33cu/ColumbiaX-Statistical-Thinking-for-Data-Science,Beginner
DataScience,,66,Jupyter Notebook,https://github.com/vmirly/DataScience,Beginner
ODSC-missing-data-may-18,"Open Data Science Conference East, 2018: Data Science with Missing Data",66,,https://github.com/matthewbrems/ODSC-missing-data-may-18,Beginner
outlace.github.io,Machine learning and data science blog.,66,HTML,https://github.com/outlace/outlace.github.io,Beginner
data-science-sequencing.github.io,Web site for the class EE 372 : Data Science for High-Throughput Sequencing at Stanford,66,Jupyter Notebook,https://github.com/data-science-sequencing/data-science-sequencing.github.io,Beginner
ASCENDS,Advanced data SCiEnce toolkit for Non-Data scientists,66,Python,https://github.com/ornlpmcp/ASCENDS,Beginner
ds_intro,Introduction to Data Science with Python,66,Jupyter Notebook,https://github.com/stefanv/ds_intro,Beginner
machine-learning-web-applications,Data science web project implemented in Django framework.,66,Python,https://github.com/codeperfectplus/machine-learning-web-applications,Beginner
xcast,A High-Performance Data Science Toolkit for the Earth Sciences ,66,Jupyter Notebook,https://github.com/kjhall01/xcast,Beginner
python_stepwiseSelection,Automated Backward and Forward Selection On Python,66,Python,https://github.com/talhahascelik/python_stepwiseSelection,Beginner
awesome-pharo-ml,"List of projects, books, booklets, papers, and applications related to machine learning, AI, data science in Pharo",66,,https://github.com/pharo-ai/awesome-pharo-ml,Beginner
DSB2018,Data Science Bowl 2018,65,Python,https://github.com/samuelschen/DSB2018,Beginner
PyEarthScience,"The PyEarthScience repository created by DKRZ (German Climate Computing Center) provides Python scripts and Jupyter notebooks in particular for scientific data processing and visualization used in climate science. It contains scripts for visualization, I/O, and analysis using PyNGL, PyNIO, xarray, cfgrib, xesmf, cartopy, and others.",65,Jupyter Notebook,https://github.com/KMFleischer/PyEarthScience,Beginner
awesome-datascience-python,Awesome list Data Science and Python. :snake:,65,,https://github.com/datascience-python/awesome-datascience-python,Beginner
ntds_2017,"Material for the EPFL master course ""A Network Tour of Data Science"", edition 2017.",65,Jupyter Notebook,https://github.com/mdeff/ntds_2017,Beginner
TNCR_Dataset,"Deep learning, Convolutional neural networks, Image processing, Document processing, Table detection, Page object detection, Table classification. https://www.sciencedirect.com/science/article/pii/S0925231221018142",65,Python,https://github.com/abdoelsayed2016/TNCR_Dataset,Beginner
neurons,"An ANN is a model based on a collection of connected units or nodes called ""artificial neurons"", which loosely model the neurons in a biological brain. Each connection, like the synapses in a biological brain, can transmit information, a ""signal"", from one artificial neuron to another. An artificial neuron that receives a signal can process it and then signal additional artificial neurons connected to it. In common ANN implementations, the signal at a connection between artificial neurons is a real number, and the output of each artificial neuron is computed by some non-linear function of the sum of its inputs. The connections between artificial neurons are called ""edges"". Artificial neurons and edges typically have a weight that adjusts as learning proceeds. The weight increases or decreases the strength of the signal at a connection. Artificial neurons may have a threshold such that the signal is only sent if the aggregate signal crosses that threshold. Typically, artificial neurons are aggregated into layers. Different layers may perform different kinds of transformations on their inputs. Signals travel from the first layer (the input layer) to the last layer (the output layer), possibly after traversing the layers multiple times.  The original goal of the ANN approach was to solve problems in the same way that a human brain would. However, over time, attention moved to performing specific tasks, leading to deviations from biology. Artificial neural networks have been used on a variety of tasks, including computer vision, speech recognition, machine translation, social network filtering, playing board and video games and medical diagnosis.  Deep learning consists of multiple hidden layers in an artificial neural network. This approach tries to model the way the human brain processes light and sound into vision and hearing. Some successful applications of deep learning are computer vision and speech recognition.[68]  Decision trees Main article: Decision tree learning Decision tree learning uses a decision tree as a predictive model to go from observations about an item (represented in the branches) to conclusions about the item's target value (represented in the leaves). It is one of the predictive modeling approaches used in statistics, data mining, and machine learning. Tree models where the target variable can take a discrete set of values are called classification trees; in these tree structures, leaves represent class labels and branches represent conjunctions of features that lead to those class labels. Decision trees where the target variable can take continuous values (typically real numbers) are called regression trees. In decision analysis, a decision tree can be used to visually and explicitly represent decisions and decision making. In data mining, a decision tree describes data, but the resulting classification tree can be an input for decision making.  Support vector machines Main article: Support vector machines Support vector machines (SVMs), also known as support vector networks, are a set of related supervised learning methods used for classification and regression. Given a set of training examples, each marked as belonging to one of two categories, an SVM training algorithm builds a model that predicts whether a new example falls into one category or the other.[69] An SVM training algorithm is a non-probabilistic, binary, linear classifier, although methods such as Platt scaling exist to use SVM in a probabilistic classification setting. In addition to performing linear classification, SVMs can efficiently perform a non-linear classification using what is called the kernel trick, implicitly mapping their inputs into high-dimensional feature spaces.   Illustration of linear regression on a data set. Regression analysis Main article: Regression analysis Regression analysis encompasses a large variety of statistical methods to estimate the relationship between input variables and their associated features. Its most common form is linear regression, where a single line is drawn to best fit the given data according to a mathematical criterion such as ordinary least squares. The latter is often extended by regularization (mathematics) methods to mitigate overfitting and bias, as in ridge regression. When dealing with non-linear problems, go-to models include polynomial regression (for example, used for trendline fitting in Microsoft Excel[70]), logistic regression (often used in statistical classification) or even kernel regression, which introduces non-linearity by taking advantage of the kernel trick to implicitly map input variables to higher-dimensional space.  Bayesian networks Main article: Bayesian network  A simple Bayesian network. Rain influences whether the sprinkler is activated, and both rain and the sprinkler influence whether the grass is wet. A Bayesian network, belief network, or directed acyclic graphical model is a probabilistic graphical model that represents a set of random variables and their conditional independence with a directed acyclic graph (DAG). For example, a Bayesian network could represent the probabilistic relationships between diseases and symptoms. Given symptoms, the network can be used to compute the probabilities of the presence of various diseases. Efficient algorithms exist that perform inference and learning. Bayesian networks that model sequences of variables, like speech signals or protein sequences, are called dynamic Bayesian networks. Generalizations of Bayesian networks that can represent and solve decision problems under uncertainty are called influence diagrams.  Genetic algorithms Main article: Genetic algorithm A genetic algorithm (GA) is a search algorithm and heuristic technique that mimics the process of natural selection, using methods such as mutation and crossover to generate new genotypes in the hope of finding good solutions to a given problem. In machine learning, genetic algorithms were used in the 1980s and 1990s.[71][72] Conversely, machine learning techniques have been used to improve the performance of genetic and evolutionary algorithms.[73]  Training models Usually, machine learning models require a lot of data in order for them to perform well. Usually, when training a machine learning model, one needs to collect a large, representative sample of data from a training set. Data from the training set can be as varied as a corpus of text, a collection of images, and data collected from individual users of a service. Overfitting is something to watch out for when training a machine learning model.  Federated learning Main article: Federated learning Federated learning is an adapted form of distributed artificial intelligence to training machine learning models that decentralizes the training process, allowing for users' privacy to be maintained by not needing to send their data to a centralized server. This also increases efficiency by decentralizing the training process to many devices. For example, Gboard uses federated machine learning to train search query prediction models on users' mobile phones without having to send individual searches back to Google.[74]  Applications There are many applications for machine learning, including:  Agriculture Anatomy Adaptive websites Affective computing Banking Bioinformatics Brain–machine interfaces Cheminformatics Citizen science Computer networks Computer vision Credit-card fraud detection Data quality DNA sequence classification Economics Financial market analysis[75] General game playing Handwriting recognition Information retrieval Insurance Internet fraud detection Linguistics Machine learning control Machine perception Machine translation Marketing Medical diagnosis Natural language processing Natural language understanding Online advertising Optimization Recommender systems Robot locomotion Search engines Sentiment analysis Sequence mining Software engineering Speech recognition Structural health monitoring Syntactic pattern recognition Telecommunication Theorem proving Time series forecasting User behavior analytics In 2006, the media-services provider Netflix held the first ""Netflix Prize"" competition to find a program to better predict user preferences and improve the accuracy of its existing Cinematch movie recommendation algorithm by at least 10%. A joint team made up of researchers from AT&T Labs-Research in collaboration with the teams Big Chaos and Pragmatic Theory built an ensemble model to win the Grand Prize in 2009 for $1 million.[76] Shortly after the prize was awarded, Netflix realized that viewers' ratings were not the best indicators of their viewing patterns (""everything is a recommendation"") and they changed their recommendation engine accordingly.[77] In 2010 The Wall Street Journal wrote about the firm Rebellion Research and their use of machine learning to predict the financial crisis.[78] In 2012, co-founder of Sun Microsystems, Vinod Khosla, predicted that 80% of medical doctors' jobs would be lost in the next two decades to automated machine learning medical diagnostic software.[79] In 2014, it was reported that a machine learning algorithm had been applied in the field of art history to study fine art paintings and that it may have revealed previously unrecognized influences among artists.[80] In 2019 Springer Nature published the first research book created using machine learning.[81]  Limitations Although machine learning has been transformative in some fields, machine-learning programs often fail to deliver expected results.[82][83][84] Reasons for this are numerous: lack of (suitable) data, lack of access to the data, data bias, privacy problems, badly chosen tasks and algorithms, wrong tools and people, lack of resources, and evaluation problems.[85]  In 2018, a self-driving car from Uber failed to detect a pedestrian, who was killed after a collision.[86] Attempts to use machine learning in healthcare with the IBM Watson system failed to deliver even after years of time and billions of dollars invested.[87][88]  Bias Main article: Algorithmic bias Machine learning approaches in particular can suffer from different data biases. A machine learning system trained on current customers only may not be able to predict the needs of new customer groups that are not represented in the training data. When trained on man-made data, machine learning is likely to pick up the same constitutional and unconscious biases already present in society.[89] Language models learned from data have been shown to contain human-like biases.[90][91] Machine learning systems used for criminal risk assessment have been found to be biased against black people.[92][93] In 2015, Google photos would often tag black people as gorillas,[94] and in 2018 this still was not well resolved, but Google reportedly was still using the workaround to remove all gorillas from the training data, and thus was not able to recognize real gorillas at all.[95] Similar issues with recognizing non-white people have been found in many other systems.[96] In 2016, Microsoft tested a chatbot that learned from Twitter, and it quickly picked up racist and sexist language.[97] Because of such challenges, the effective use of machine learning may take longer to be adopted in other domains.[98] Concern for fairness in machine learning, that is, reducing bias in machine learning and propelling its use for human good is increasingly expressed by artificial intelligence scientists, including Fei-Fei Li, who reminds engineers that ""There’s nothing artificial about AI...It’s inspired by people, it’s created by people, and—most importantly—it impacts people. It is a powerful tool we are only just beginning to understand, and that is a profound responsibility.”[99]  Model assessments Classification of machine learning models can be validated by accuracy estimation techniques like the holdout method, which splits the data in a training and test set (conventionally 2/3 training set and 1/3 test set designation) and evaluates the performance of the training model on the test set. In comparison, the K-fold-cross-validation method randomly partitions the data into K subsets and then K experiments are performed each respectively considering 1 subset for evaluation and the remaining K-1 subsets for training the model. In addition to the holdout and cross-validation methods, bootstrap, which samples n instances with replacement from the dataset, can be used to assess model accuracy.[100]  In addition to overall accuracy, investigators frequently report sensitivity and specificity meaning True Positive Rate (TPR) and True Negative Rate (TNR) respectively. Similarly, investigators sometimes report the false positive rate (FPR) as well as the false negative rate (FNR). However, these rates are ratios that fail to reveal their numerators and denominators. The total operating characteristic (TOC) is an effective method to express a model's diagnostic ability. TOC shows the numerators and denominators of the previously mentioned rates, thus TOC provides more information than the commonly used receiver operating characteristic (ROC) and ROC's associated area under the curve (AUC).[101]  Ethics Machine learning poses a host of ethical questions. Systems which are trained on datasets collected with biases may exhibit these biases upon use (algorithmic bias), thus digitizing cultural prejudices.[102] For example, using job hiring data from a firm with racist hiring policies may lead to a machine learning system duplicating the bias by scoring job applicants against similarity to previous successful applicants.[103][104] Responsible collection of data and documentation of algorithmic rules used by a system thus is a critical part of machine learning.  Because human languages contain biases, machines trained on language corpora will necessarily also learn these biases.[105][106]  Other forms of ethical challenges, not related to personal biases, are more seen in health care. There are concerns among health care professionals that these systems might not be designed in the public's interest but as income-generating machines. This is especially true in the United States where there is a long-standing ethical dilemma of improving health care, but also increasing profits. For example, the algorithms could be designed to provide patients with unnecessary tests or medication in which the algorithm's proprietary owners hold stakes. There is huge potential for machine learning in health care to provide professionals a great tool to diagnose, medicate, and even plan recovery paths for patients, but this will not happen until the personal biases mentioned previously, and these ""greed"" biases are addressed.[107]  Hardware Since the 2010s, advances in both machine learning algorithms and computer hardware have led to more efficient methods for training deep neural networks (a particular narrow subdomain of machine learning) that contain many layers of non-linear hidden units.[108] By 2019, graphic processing units (GPUs), often with AI-specific enhancements, had displaced CPUs as the dominant method of training large-scale commercial cloud AI.[109] OpenAI estimated the hardware compute used in the largest deep learning projects from AlexNet (2012) to AlphaZero (2017), and found a 300,000-fold increase in the amount of compute required, with a doubling-time trendline of 3.4 months.[110][111]  Software Software suites containing a variety of machine learning algorithms include the following:  Free and open-source so",65,,https://github.com/Aryia-Behroziuan/neurons,Beginner
